employee_id,date_of_joining,joining_month,gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,burn_rate,risk
EMP000400,29-04-2008,April,Female,Service,Yes,2,5,7.1,0.58,Low Risk
EMP000401,17-05-2008,May,Female,Service,No,2,6,6.9,0.55,Low Risk
EMP000403,06-08-2008,August,Female,Product,Yes,2,3,6.9,0.5,Low Risk
EMP000405,30-12-2008,December,Male,Product,Yes,2,3,6.3,0.44,Low Risk
EMP000406,19-06-2008,June,Male,Service,Yes,2,3,5.7,0.37,Low Risk
EMP000409,30-01-2008,January,Male,Service,No,3,7,6.3,0.62,Low Risk
EMP000410,13-05-2008,May,Male,Product,No,2,4,6.7,0.57,Low Risk
EMP000413,04-10-2008,October,Male,Service,Yes,3,5,4.9,0.37,Low Risk
EMP000414,11-02-2008,February,Male,Service,Yes,1,4,5.4,0.35,Low Risk
EMP000415,22-12-2008,December,Male,Service,No,4,6,7,0.55,Low Risk
EMP000417,16-06-2008,June,Female,Service,Yes,2,4,6.5,0.61,Low Risk
EMP000418,12-03-2008,March,Male,Product,Yes,2,3,4,0.2,Low Risk
EMP000419,27-04-2008,April,Female,Product,Yes,0,1,4,0.2,Low Risk
EMP000423,21-09-2008,September,Female,Service,Yes,1,3,3.7,0.17,Low Risk
EMP000425,15-12-2008,December,Male,Service,No,2,4,5.2,0.47,Low Risk
EMP000426,10-09-2008,September,Male,Service,No,0,1,2.8,0.12,Low Risk
EMP000428,19-04-2008,April,Female,Product,No,3,6,8.2,0.65,Low Risk
EMP000429,11-10-2008,October,Female,Service,Yes,3,4,5.5,0.42,Low Risk
EMP000430,15-07-2008,July,Female,Service,No,1,1,3.6,0.28,Low Risk
EMP000431,08-07-2008,July,Male,Product,Yes,2,5,6.9,0.67,Low Risk
EMP000432,20-06-2008,June,Female,Product,No,5,9,9.4,0.88,High Risk
EMP000433,12-01-2008,January,Male,Service,Yes,1,3,3.6,0.29,Low Risk
EMP000434,24-11-2008,November,Male,Service,No,2,5,6.8,0.6,Low Risk
EMP000435,22-05-2008,May,Male,Service,Yes,0,1,3.8,0.17,Low Risk
EMP000436,14-02-2008,February,Female,Product,Yes,1,2,1.6,0.08,Low Risk
EMP000437,02-12-2008,December,Male,Service,No,2,4,5.4,0.48,Low Risk
EMP000438,24-12-2008,December,Female,Service,No,2,4,7.3,0.51,Low Risk
EMP000439,10-03-2008,March,Female,Service,Yes,0,2,4,0.3,Low Risk
EMP000440,08-02-2008,February,Female,Service,No,2,4,7,0.54,Low Risk
EMP000441,24-01-2008,January,Female,Service,No,4,8,7.8,0.74,High Risk
EMP000443,29-08-2008,August,Male,Service,Yes,1,3,3.4,0.29,Low Risk
EMP000444,29-07-2008,July,Male,Product,No,3,6,7.4,0.52,Low Risk
EMP000445,29-06-2008,June,Female,Product,No,3,6,6.6,0.46,Low Risk
EMP000446,21-03-2008,March,Female,Service,No,1,3,4.7,0.37,Low Risk
EMP000447,13-04-2008,April,Male,Service,Yes,1,4,4.7,0.36,Low Risk
EMP000448,11-01-2008,January,Male,Product,No,2,5,4.9,0.39,Low Risk
EMP000449,19-11-2008,November,Male,Service,No,2,6,8.7,0.7,High Risk
EMP000450,09-11-2008,November,Female,Product,No,2,4,5.6,0.38,Low Risk
EMP000451,20-08-2008,August,Male,Service,Yes,5,9,9.4,0.88,High Risk
EMP000452,30-07-2008,July,Male,Service,Yes,1,2,3.6,0.22,Low Risk
EMP000453,09-09-2008,September,Female,Service,No,3,6,7.2,0.63,Low Risk
EMP000455,23-08-2008,August,Male,Product,No,2,5,7.2,0.66,Low Risk
EMP000456,08-10-2008,October,Female,Service,Yes,2,5,6.5,0.49,Low Risk
EMP000458,02-12-2008,December,Male,Service,No,1,2,5.2,0.44,Low Risk
EMP000461,02-02-2008,February,Female,Service,Yes,2,4,5.5,0.45,Low Risk
EMP000462,03-09-2008,September,Female,Product,Yes,0,1,4.1,0.2,Low Risk
EMP000463,05-06-2008,June,Male,Service,No,5,10,9.2,0.75,High Risk
EMP000464,23-09-2008,September,Female,Product,Yes,1,1,2.6,0.09,Low Risk
EMP000465,03-02-2008,February,Female,Service,No,1,2,5.5,0.39,Low Risk
EMP000466,30-04-2008,April,Male,Service,Yes,2,4,2.5,0.14,Low Risk
EMP000467,05-09-2008,September,Female,Service,Yes,3,7,5.8,0.55,Low Risk
EMP000468,30-01-2008,January,Female,Service,Yes,1,1,3.2,0.2,Low Risk
EMP000469,18-06-2008,June,Male,Product,No,3,7,8.3,0.66,Low Risk
EMP000470,15-08-2008,August,Male,Service,No,1,3,4.6,0.38,Low Risk
EMP000472,13-01-2008,January,Female,Service,No,2,4,6.8,0.46,Low Risk
EMP000473,14-01-2008,January,Male,Service,Yes,1,3,4.9,0.43,Low Risk
EMP000474,10-05-2008,May,Male,Service,No,3,6,6.4,0.51,Low Risk
EMP000476,10-01-2008,January,Female,Service,No,2,4,6.9,0.5,Low Risk
EMP000477,13-06-2008,June,Female,Service,No,2,5,6,0.55,Low Risk
EMP000478,29-05-2008,May,Female,Service,Yes,3,5,6.5,0.5,Low Risk
EMP000479,15-11-2008,November,Female,Product,Yes,1,2,5.7,0.48,Low Risk
EMP000481,11-02-2008,February,Male,Service,No,2,5,7.6,0.6,Low Risk
EMP000482,29-11-2008,November,Male,Service,No,3,5,6,0.53,Low Risk
EMP000483,20-12-2008,December,Female,Product,Yes,1,3,5.6,0.34,Low Risk
EMP000484,10-11-2008,November,Female,Product,Yes,3,5,5.7,0.39,Low Risk
EMP000485,18-11-2008,November,Female,Service,No,3,4,6.3,0.43,Low Risk
EMP000486,03-10-2008,October,Male,Service,Yes,3,7,6.7,0.63,Low Risk
EMP000487,26-05-2008,May,Male,Service,Yes,3,6,4.7,0.43,Low Risk
EMP000488,18-07-2008,July,Female,Product,Yes,2,4,3.9,0.32,Low Risk
EMP000489,28-07-2008,July,Male,Service,Yes,1,4,3.8,0.33,Low Risk
EMP000490,06-08-2008,August,Female,Product,Yes,0,1,3.9,0.21,Low Risk
EMP000491,28-06-2008,June,Male,Service,No,4,8,6.7,0.65,Low Risk
EMP000492,16-03-2008,March,Female,Product,Yes,2,2,3.5,0.27,Low Risk
EMP000493,26-07-2008,July,Female,Service,No,3,8,7.9,0.76,High Risk
EMP000494,26-07-2008,July,Female,Service,Yes,1,1,2,0.04,Low Risk
EMP000495,23-12-2008,December,Female,Product,No,0,1,1.7,0.13,Low Risk
EMP000496,01-01-2008,January,Female,Product,Yes,1,4,6.7,0.5,Low Risk
EMP000497,03-11-2008,November,Female,Service,Yes,1,3,3.2,0.11,Low Risk
EMP000498,18-05-2008,May,Female,Product,Yes,1,2,4.9,0.42,Low Risk
EMP000499,19-11-2008,November,Male,Service,No,3,6,8.8,0.7,High Risk
EMP000500,30-09-2008,September,Male,Service,Yes,3,5,6.2,0.41,Low Risk
EMP000501,27-08-2008,August,Male,Product,No,1,3,4.2,0.25,Low Risk
EMP000502,11-06-2008,June,Female,Product,Yes,0,2,3.3,0.18,Low Risk
EMP000503,09-01-2008,January,Female,Service,No,1,2,5.2,0.28,Low Risk
EMP000504,12-01-2008,January,Male,Service,Yes,2,3,6.4,0.44,Low Risk
EMP000505,30-08-2008,August,Female,Product,No,3,6,6.6,0.52,Low Risk
EMP000506,20-03-2008,March,Female,Service,Yes,1,2,4.8,0.28,Low Risk
EMP000507,10-04-2008,April,Female,Product,No,2,5,6.2,0.53,Low Risk
EMP000508,26-05-2008,May,Female,Service,Yes,0,2,4.7,0.27,Low Risk
EMP000509,21-10-2008,October,Female,Service,No,0,1,3.1,0.14,Low Risk
EMP000510,16-12-2008,December,Female,Product,No,3,6,6,0.53,Low Risk
EMP000512,14-07-2008,July,Female,Service,Yes,1,2,3.3,0.24,Low Risk
EMP000513,06-01-2008,January,Female,Product,No,3,6,8.1,0.67,Low Risk
EMP000514,28-09-2008,September,Female,Product,Yes,2,4,6.2,0.38,Low Risk
EMP000515,24-10-2008,October,Male,Service,Yes,2,6,6.9,0.65,Low Risk
EMP000516,26-10-2008,October,Female,Service,No,1,3,5.5,0.46,Low Risk
EMP000517,14-02-2008,February,Female,Service,No,3,5,4.2,0.31,Low Risk
EMP000518,14-01-2008,January,Female,Service,No,3,7,6.1,0.55,Low Risk
EMP000520,21-09-2008,September,Female,Product,No,0,1,0,0,Low Risk
EMP000521,10-09-2008,September,Female,Product,No,4,7,6.2,0.51,Low Risk
EMP000523,02-04-2008,April,Female,Product,Yes,1,3,4.7,0.23,Low Risk
EMP000524,15-10-2008,October,Female,Service,Yes,2,4,5.1,0.41,Low Risk
EMP000525,30-06-2008,June,Female,Service,No,1,2,4.7,0.27,Low Risk
EMP000526,05-08-2008,August,Male,Service,Yes,1,3,6.1,0.41,Low Risk
EMP000527,14-12-2008,December,Female,Product,No,2,4,2.7,0.16,Low Risk
EMP000528,17-08-2008,August,Male,Service,No,4,7,6.9,0.66,Low Risk
EMP000529,13-02-2008,February,Female,Service,Yes,3,6,5.9,0.49,Low Risk
EMP000531,04-06-2008,June,Female,Service,No,1,3,4.4,0.29,Low Risk
EMP000532,23-12-2008,December,Male,Service,Yes,3,5,6.5,0.47,Low Risk
EMP000534,27-07-2008,July,Female,Service,Yes,2,4,4.6,0.31,Low Risk
EMP000535,22-03-2008,March,Female,Product,No,2,5,6.8,0.65,Low Risk
EMP000538,03-03-2008,March,Male,Product,Yes,2,5,6.5,0.51,Low Risk
EMP000539,06-12-2008,December,Male,Product,Yes,1,2,3.6,0.2,Low Risk
EMP000540,15-07-2008,July,Female,Service,Yes,1,2,3.9,0.25,Low Risk
EMP000541,10-10-2008,October,Male,Service,No,2,6,6.4,0.57,Low Risk
EMP000542,22-10-2008,October,Female,Service,Yes,3,5,5.2,0.48,Low Risk
EMP000543,03-05-2008,May,Male,Service,No,2,5,7.6,0.73,High Risk
EMP000544,02-08-2008,August,Female,Service,Yes,0,1,3.8,0.22,Low Risk
EMP000545,15-03-2008,March,Female,Service,No,2,5,7.7,0.59,Low Risk
EMP000546,18-03-2008,March,Male,Product,Yes,1,3,5.5,0.33,Low Risk
EMP000548,13-08-2008,August,Male,Service,No,2,5,7.4,0.55,Low Risk
EMP000549,21-01-2008,January,Male,Service,No,1,4,4.8,0.36,Low Risk
EMP000550,11-10-2008,October,Male,Service,Yes,1,3,4.2,0.27,Low Risk
EMP000551,30-08-2008,August,Female,Product,Yes,2,4,5.9,0.41,Low Risk
EMP000552,08-02-2008,February,Female,Service,No,3,6,6,0.53,Low Risk
EMP000553,28-02-2008,February,Female,Service,No,4,8,9,0.74,High Risk
EMP000555,28-05-2008,May,Male,Product,No,2,6,6.7,0.54,Low Risk
EMP000557,01-07-2008,July,Male,Service,Yes,3,6,6.1,0.56,Low Risk
EMP000558,02-12-2008,December,Male,Service,No,1,3,5.2,0.32,Low Risk
EMP000560,09-02-2008,February,Male,Service,No,4,7,6.7,0.51,Low Risk
EMP000561,29-05-2008,May,Female,Service,Yes,2,4,5.6,0.35,Low Risk
EMP000562,27-08-2008,August,Male,Service,No,1,2,5.3,0.49,Low Risk
EMP000563,20-12-2008,December,Female,Service,Yes,4,6,7.7,0.67,Low Risk
EMP000564,08-09-2008,September,Female,Service,No,2,4,3.5,0.29,Low Risk
EMP000566,23-10-2008,October,Male,Service,No,2,4,4.7,0.4,Low Risk
EMP000567,22-02-2008,February,Male,Service,Yes,3,6,5,0.35,Low Risk
EMP000569,11-08-2008,August,Female,Service,Yes,1,2,4.7,0.23,Low Risk
EMP000571,05-10-2008,October,Male,Product,Yes,1,4,6.4,0.41,Low Risk
EMP000572,22-04-2008,April,Male,Service,Yes,3,6,7.3,0.59,Low Risk
EMP000573,21-11-2008,November,Female,Product,Yes,1,4,5.1,0.39,Low Risk
EMP000575,09-09-2008,September,Female,Product,Yes,1,4,6,0.44,Low Risk
EMP000576,03-05-2008,May,Male,Service,No,4,7,7.6,0.68,Low Risk
EMP000578,29-08-2008,August,Male,Service,No,2,4,6,0.42,Low Risk
EMP000579,12-02-2008,February,Male,Service,Yes,3,5,6.3,0.44,Low Risk
EMP000581,09-09-2008,September,Female,Service,No,4,6,7.2,0.64,Low Risk
EMP000582,16-09-2008,September,Female,Service,No,2,3,3.4,0.18,Low Risk
EMP000584,26-09-2008,September,Male,Service,No,2,4,5.9,0.39,Low Risk
EMP000585,07-02-2008,February,Female,Product,Yes,2,4,4,0.32,Low Risk
EMP000586,05-07-2008,July,Male,Service,No,2,6,6.1,0.58,Low Risk
EMP000587,19-07-2008,July,Male,Service,Yes,4,7,5.6,0.49,Low Risk
EMP000588,03-10-2008,October,Male,Service,No,3,5,6.1,0.6,Low Risk
EMP000589,06-12-2008,December,Male,Service,No,2,6,8.1,0.65,Low Risk
EMP000590,23-11-2008,November,Female,Service,Yes,3,4,5.2,0.29,Low Risk
EMP000591,21-07-2008,July,Male,Service,Yes,0,1,3.1,0.17,Low Risk
EMP000592,13-10-2008,October,Female,Product,No,3,6,6.1,0.56,Low Risk
EMP000593,27-10-2008,October,Female,Service,Yes,3,6,5.6,0.43,Low Risk
EMP000595,03-06-2008,June,Female,Service,Yes,1,2,4.5,0.29,Low Risk
EMP000596,10-07-2008,July,Male,Product,Yes,3,6,6.6,0.65,Low Risk
EMP000598,11-11-2008,November,Female,Service,No,4,7,7,0.6,Low Risk
EMP000599,17-11-2008,November,Female,Service,Yes,3,5,5.4,0.34,Low Risk
EMP000601,13-12-2008,December,Female,Service,Yes,2,4,5.5,0.33,Low Risk
EMP000602,25-04-2008,April,Female,Service,Yes,3,6,4.6,0.35,Low Risk
EMP000603,04-11-2008,November,Male,Service,No,5,9,7.8,0.79,High Risk
EMP000604,18-02-2008,February,Female,Service,Yes,1,4,4.8,0.41,Low Risk
EMP000605,28-07-2008,July,Male,Service,No,4,8,9.6,0.86,High Risk
EMP000606,28-10-2008,October,Female,Service,Yes,3,7,8,0.8,High Risk
EMP000607,05-11-2008,November,Female,Product,Yes,3,5,5.1,0.32,Low Risk
EMP000608,19-08-2008,August,Female,Service,No,3,6,8.7,0.76,High Risk
EMP000609,05-06-2008,June,Female,Service,Yes,0,1,2.6,0.15,Low Risk
EMP000610,29-06-2008,June,Female,Product,No,3,5,5.7,0.54,Low Risk
EMP000611,11-09-2008,September,Male,Service,No,4,8,8.8,0.7,High Risk
EMP000612,06-07-2008,July,Female,Service,No,3,7,7.7,0.57,Low Risk
EMP000613,07-10-2008,October,Female,Product,No,1,3,5.5,0.44,Low Risk
EMP000614,09-06-2008,June,Female,Product,No,3,6,4.9,0.32,Low Risk
EMP000615,21-08-2008,August,Female,Product,No,3,5,4.7,0.38,Low Risk
EMP000616,16-05-2008,May,Male,Product,No,4,7,9.2,0.82,High Risk
EMP000617,17-04-2008,April,Male,Product,No,3,7,6.2,0.58,Low Risk
EMP000618,21-05-2008,May,Female,Service,No,5,10,9.5,0.94,High Risk
EMP000619,19-01-2008,January,Female,Service,No,3,6,5.3,0.43,Low Risk
EMP000621,11-06-2008,June,Female,Service,Yes,1,4,6.8,0.5,Low Risk
EMP000624,28-04-2008,April,Female,Product,No,2,3,6.1,0.41,Low Risk
EMP000625,04-04-2008,April,Male,Service,Yes,2,3,3.3,0.25,Low Risk
EMP000626,28-08-2008,August,Male,Service,No,2,6,5.5,0.51,Low Risk
EMP000629,22-09-2008,September,Male,Service,No,2,7,8.8,0.8,High Risk
EMP000630,31-12-2008,December,Female,Service,No,2,4,5.7,0.36,Low Risk
EMP000631,13-01-2008,January,Female,Service,Yes,3,4,4.3,0.38,Low Risk
EMP000632,29-04-2008,April,Female,Product,Yes,1,4,6.2,0.41,Low Risk
EMP000633,21-06-2008,June,Female,Product,No,3,5,7.1,0.64,Low Risk
EMP000634,14-10-2008,October,Female,Service,Yes,2,5,3.7,0.3,Low Risk
EMP000635,09-09-2008,September,Male,Product,No,3,6,5.7,0.44,Low Risk
EMP000636,26-09-2008,September,Male,Service,No,1,1,3.6,0.15,Low Risk
EMP000637,08-09-2008,September,Female,Service,No,4,8,7.5,0.71,High Risk
EMP000638,06-01-2008,January,Male,Service,No,2,5,6.8,0.54,Low Risk
EMP000639,18-01-2008,January,Female,Service,Yes,2,3,5.7,0.44,Low Risk
EMP000640,01-06-2008,June,Female,Service,No,1,2,0.7,0,Low Risk
EMP000642,08-03-2008,March,Female,Service,Yes,1,2,2.9,0.15,Low Risk
EMP000646,29-09-2008,September,Female,Service,Yes,3,7,7.5,0.77,High Risk
EMP000647,14-06-2008,June,Male,Service,No,2,3,6.3,0.48,Low Risk
EMP000649,06-03-2008,March,Female,Service,Yes,2,4,5.6,0.43,Low Risk
EMP000650,05-11-2008,November,Male,Service,Yes,2,4,2.8,0.11,Low Risk
EMP000651,24-10-2008,October,Male,Service,Yes,2,6,7.5,0.76,High Risk
EMP000652,19-11-2008,November,Male,Service,No,1,1,5.1,0.29,Low Risk
EMP000653,19-08-2008,August,Male,Service,Yes,4,7,6.4,0.63,Low Risk
EMP000654,30-05-2008,May,Female,Service,Yes,3,7,7.1,0.58,Low Risk
EMP000655,06-12-2008,December,Female,Product,Yes,2,5,5.8,0.48,Low Risk
EMP000656,18-05-2008,May,Male,Service,Yes,0,1,3.4,0.18,Low Risk
EMP000657,18-12-2008,December,Male,Product,No,3,5,7.3,0.6,Low Risk
EMP000658,29-09-2008,September,Male,Product,Yes,1,2,4.4,0.24,Low Risk
EMP000660,05-09-2008,September,Male,Service,No,1,3,4.8,0.39,Low Risk
EMP000661,24-06-2008,June,Male,Service,No,2,6,5.9,0.53,Low Risk
EMP000662,22-07-2008,July,Female,Service,Yes,2,3,4.4,0.34,Low Risk
EMP000664,20-02-2008,February,Female,Product,Yes,1,4,5.4,0.41,Low Risk
EMP000665,12-10-2008,October,Female,Service,No,2,4,5.3,0.44,Low Risk
EMP000666,13-04-2008,April,Female,Service,Yes,0,1,2.1,0.12,Low Risk
EMP000667,11-12-2008,December,Female,Service,Yes,3,5,6.7,0.45,Low Risk
EMP000668,27-07-2008,July,Male,Service,No,2,5,4.3,0.36,Low Risk
EMP000669,27-11-2008,November,Male,Service,No,0,1,0.2,0,Low Risk
EMP000670,13-04-2008,April,Male,Service,Yes,2,3,4,0.31,Low Risk
EMP000671,28-09-2008,September,Female,Service,No,3,8,9.5,0.93,High Risk
EMP000672,09-03-2008,March,Female,Service,Yes,2,3,2.8,0.15,Low Risk
EMP000673,27-11-2008,November,Female,Service,Yes,0,1,0.2,0,Low Risk
EMP000674,27-04-2008,April,Female,Product,No,3,5,5.1,0.38,Low Risk
EMP000675,23-10-2008,October,Male,Service,Yes,2,4,3.8,0.31,Low Risk
EMP000677,29-11-2008,November,Female,Service,Yes,1,2,5.2,0.27,Low Risk
EMP000678,11-06-2008,June,Male,Product,Yes,3,5,6.8,0.47,Low Risk
EMP000680,02-09-2008,September,Male,Service,No,1,3,5.5,0.35,Low Risk
EMP000681,23-01-2008,January,Male,Product,No,3,6,7,0.69,Low Risk
EMP000683,26-10-2008,October,Male,Service,Yes,4,8,8.1,0.69,Low Risk
EMP000684,14-04-2008,April,Male,Service,Yes,2,4,5,0.38,Low Risk
EMP000685,22-03-2008,March,Male,Product,No,2,4,7.2,0.57,Low Risk
EMP000686,13-04-2008,April,Male,Service,Yes,2,5,7.7,0.58,Low Risk
EMP000687,24-12-2008,December,Female,Service,Yes,0,1,2.6,0.09,Low Risk
EMP000688,28-02-2008,February,Female,Service,Yes,2,4,6,0.46,Low Risk
EMP000689,07-03-2008,March,Female,Service,Yes,0,1,3.2,0.12,Low Risk
EMP000690,05-10-2008,October,Male,Service,No,3,7,8.1,0.75,High Risk
EMP000692,13-05-2008,May,Female,Product,Yes,2,3,1.2,0.05,Low Risk
EMP000693,11-04-2008,April,Male,Service,No,3,7,7.6,0.79,High Risk
EMP000694,19-01-2008,January,Male,Service,Yes,3,5,7.4,0.63,Low Risk
EMP000695,23-04-2008,April,Male,Service,Yes,3,5,5.4,0.42,Low Risk
EMP000696,21-10-2008,October,Male,Service,Yes,1,3,5.5,0.46,Low Risk
EMP000698,10-03-2008,March,Male,Service,Yes,2,4,6.1,0.5,Low Risk
EMP000699,20-07-2008,July,Male,Product,Yes,2,3,5.6,0.32,Low Risk
EMP000701,20-04-2008,April,Female,Service,Yes,1,4,4.5,0.35,Low Risk
EMP000702,28-04-2008,April,Male,Product,No,4,6,6.5,0.49,Low Risk
EMP000703,19-08-2008,August,Female,Service,Yes,0,2,2.6,0.16,Low Risk
EMP000704,03-08-2008,August,Female,Service,Yes,2,3,3.7,0.29,Low Risk
EMP000705,23-04-2008,April,Female,Service,Yes,2,4,4.8,0.36,Low Risk
EMP000707,09-07-2008,July,Female,Service,Yes,2,3,4.2,0.22,Low Risk
EMP000708,27-03-2008,March,Female,Service,No,2,4,3.3,0.11,Low Risk
EMP000709,05-10-2008,October,Female,Service,No,3,6,7.9,0.62,Low Risk
EMP000710,11-02-2008,February,Female,Service,No,2,5,7.2,0.53,Low Risk
EMP000711,01-09-2008,September,Female,Product,Yes,2,6,6.4,0.55,Low Risk
EMP000712,08-08-2008,August,Male,Product,Yes,0,1,3.8,0.2,Low Risk
EMP000713,05-12-2008,December,Female,Service,No,1,1,4.9,0.27,Low Risk
EMP000714,18-10-2008,October,Female,Service,No,2,3,6,0.42,Low Risk
EMP000716,07-07-2008,July,Female,Service,No,1,4,6.1,0.56,Low Risk
EMP000717,23-12-2008,December,Female,Product,No,3,6,7.2,0.59,Low Risk
EMP000719,08-06-2008,June,Female,Product,Yes,3,4,5.7,0.38,Low Risk
EMP000720,24-03-2008,March,Male,Service,Yes,2,4,6.8,0.48,Low Risk
EMP000721,30-04-2008,April,Female,Product,Yes,1,2,5.1,0.37,Low Risk
EMP000722,24-07-2008,July,Male,Service,No,4,9,9.8,0.98,High Risk
EMP000723,27-11-2008,November,Male,Service,No,4,6,8.3,0.66,Low Risk
EMP000724,05-08-2008,August,Male,Service,Yes,1,1,3.3,0.2,Low Risk
EMP000725,29-08-2008,August,Male,Service,Yes,4,7,7.8,0.64,Low Risk
EMP000726,15-07-2008,July,Female,Service,Yes,2,5,8.1,0.62,Low Risk
EMP000727,13-06-2008,June,Male,Product,No,2,4,3.2,0.27,Low Risk
EMP000728,29-12-2008,December,Male,Service,Yes,2,6,6.9,0.51,Low Risk
EMP000729,27-11-2008,November,Male,Product,Yes,2,6,8.3,0.74,High Risk
EMP000730,31-05-2008,May,Female,Service,No,4,9,9.3,1,High Risk
EMP000731,23-05-2008,May,Male,Product,Yes,2,5,7.1,0.52,Low Risk
EMP000732,14-11-2008,November,Male,Service,No,1,4,6,0.47,Low Risk
EMP000734,27-12-2008,December,Male,Service,Yes,4,8,7.4,0.71,High Risk
EMP000735,10-07-2008,July,Male,Service,No,1,4,4.6,0.36,Low Risk
EMP000736,15-11-2008,November,Female,Service,No,4,7,6.6,0.56,Low Risk
EMP000737,21-05-2008,May,Male,Service,No,3,6,5.4,0.43,Low Risk
EMP000738,30-07-2008,July,Female,Service,No,4,6,8.4,0.65,Low Risk
EMP000739,13-03-2008,March,Female,Product,No,4,8,7.5,0.67,Low Risk
EMP000740,12-11-2008,November,Male,Product,No,4,8,8.5,0.91,High Risk
EMP000741,21-06-2008,June,Male,Product,No,3,5,5.4,0.5,Low Risk
EMP000742,01-03-2008,March,Male,Product,No,2,4,5.4,0.36,Low Risk
EMP000743,28-08-2008,August,Female,Product,Yes,0,2,3.7,0.22,Low Risk
EMP000745,18-09-2008,September,Female,Service,No,3,4,6.3,0.46,Low Risk
EMP000746,29-09-2008,September,Male,Product,Yes,2,5,7,0.54,Low Risk
EMP000747,18-09-2008,September,Male,Service,Yes,1,2,5,0.31,Low Risk
EMP000748,12-05-2008,May,Female,Service,No,3,8,8.3,0.71,High Risk
EMP000749,04-01-2008,January,Male,Service,No,3,5,6.6,0.51,Low Risk
EMP000750,21-12-2008,December,Male,Product,No,2,3,4.7,0.29,Low Risk
EMP000751,09-04-2008,April,Male,Service,Yes,2,3,2.8,0.19,Low Risk
EMP000752,21-11-2008,November,Female,Product,No,2,2,1.6,0.1,Low Risk
EMP000753,14-07-2008,July,Male,Service,No,2,4,6.6,0.44,Low Risk
EMP000754,18-09-2008,September,Male,Product,No,3,7,8.2,0.82,High Risk
EMP000755,22-05-2008,May,Male,Service,No,2,5,5.9,0.4,Low Risk
EMP000756,21-12-2008,December,Male,Service,Yes,2,4,6.3,0.46,Low Risk
EMP000759,18-10-2008,October,Male,Product,Yes,1,1,0,0,Low Risk
EMP000760,09-12-2008,December,Female,Service,Yes,3,4,5.9,0.49,Low Risk
EMP000761,28-12-2008,December,Male,Service,Yes,4,7,7.8,0.71,High Risk
EMP000762,19-11-2008,November,Male,Service,Yes,2,3,4.8,0.38,Low Risk
EMP000763,01-09-2008,September,Female,Service,No,2,5,6.3,0.55,Low Risk
EMP000765,05-05-2008,May,Female,Service,Yes,4,9,9.1,0.73,High Risk
EMP000766,01-11-2008,November,Female,Service,Yes,3,5,6.5,0.51,Low Risk
EMP000768,15-07-2008,July,Female,Product,Yes,1,3,4.4,0.25,Low Risk
EMP000769,08-03-2008,March,Male,Service,No,2,4,5,0.41,Low Risk
EMP000770,07-03-2008,March,Female,Service,No,2,5,6.7,0.6,Low Risk
EMP000771,21-02-2008,February,Female,Service,Yes,0,1,3.6,0.17,Low Risk
EMP000773,18-04-2008,April,Female,Product,No,1,4,5.6,0.35,Low Risk
EMP000774,15-04-2008,April,Female,Service,Yes,3,5,5.1,0.35,Low Risk
EMP000775,21-12-2008,December,Female,Product,No,4,8,8.7,0.77,High Risk
EMP000776,17-05-2008,May,Female,Product,Yes,1,2,4.2,0.25,Low Risk
EMP000778,24-07-2008,July,Male,Service,No,2,5,6.3,0.56,Low Risk
EMP000781,04-07-2008,July,Male,Service,Yes,1,2,2.1,0.16,Low Risk
EMP000782,23-10-2008,October,Female,Service,Yes,2,4,4.1,0.33,Low Risk
EMP000784,29-07-2008,July,Female,Service,Yes,3,6,7.3,0.57,Low Risk
EMP000786,02-09-2008,September,Female,Service,Yes,1,4,5.2,0.3,Low Risk
EMP000787,07-10-2008,October,Female,Service,Yes,1,4,4.4,0.39,Low Risk
EMP000789,20-05-2008,May,Male,Product,No,2,5,7.1,0.53,Low Risk
EMP000790,14-09-2008,September,Female,Service,No,2,6,7,0.68,Low Risk
EMP000791,02-09-2008,September,Male,Service,No,2,4,8,0.6,Low Risk
EMP000792,05-06-2008,June,Female,Service,No,0,1,2.6,0.2,Low Risk
EMP000793,23-09-2008,September,Male,Service,Yes,0,2,2.8,0.19,Low Risk
EMP000794,22-08-2008,August,Female,Product,No,4,8,7.8,0.7,High Risk
EMP000795,31-12-2008,December,Male,Service,Yes,2,4,5,0.47,Low Risk
EMP000797,30-04-2008,April,Female,Product,No,3,5,6.4,0.59,Low Risk
EMP000798,09-07-2008,July,Female,Product,Yes,5,9,7.8,0.79,High Risk
EMP000800,29-08-2008,August,Male,Product,Yes,0,1,1,0.09,Low Risk
EMP000801,17-11-2008,November,Female,Service,No,3,6,4.3,0.36,Low Risk
EMP000802,21-02-2008,February,Female,Service,No,0,1,2.7,0.14,Low Risk
EMP000803,19-01-2008,January,Male,Product,Yes,1,2,0,0,Low Risk
EMP000804,20-02-2008,February,Male,Product,No,3,8,9.2,0.81,High Risk
EMP000805,27-11-2008,November,Female,Product,No,4,8,7.5,0.7,High Risk
EMP000806,13-08-2008,August,Male,Service,Yes,2,4,4.8,0.35,Low Risk
EMP000807,21-01-2008,January,Male,Product,Yes,0,1,3.9,0.26,Low Risk
